,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,Comedy,Crime,Western,Film-Noir,Horror,Thriller,News,War,Fantasy,Romance,Documentary,Animation,History,Adventure,Action,Sport,Family,Mystery,Sci-Fi,Short,Drama,Biography,Music,Musical
0,tt0000417,short,A Trip to the Moon,Le voyage dans la lune,0,1902,\N,13,"['Adventure', 'Fantasy', 'Sci-Fi']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,tt0000439,short,The Great Train Robbery,The Great Train Robbery,0,1903,\N,11,"['Action', 'Short', 'Western']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,tt0000516,short,The Electric Hotel,El hotel eléctrico,0,1908,\N,8,"['Animation', 'Fantasy', 'Sci-Fi']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,tt0004972,movie,The Birth of a Nation,The Birth of a Nation,0,1915,\N,195,"['Drama', 'History', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,tt0006333,movie,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",0,1916,\N,105,"['Action', 'Adventure', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
5,tt0006864,movie,Intolerance: Love's Struggle Throughout the Ages,Intolerance: Love's Struggle Throughout the Ages,0,1916,\N,163,"['Drama', 'History']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,tt0007264,short,The Rink,The Rink,0,1916,\N,30,"['Comedy', 'Short']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,tt0007361,movie,Snow White,Snow White,0,1916,\N,63,"['Fantasy', 'Romance']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,tt0008133,short,The Immigrant,The Immigrant,0,1917,\N,30,"['Comedy', 'Drama', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,tt0010040,movie,Daddy-Long-Legs,Daddy-Long-Legs,0,1919,\N,85,"['Comedy', 'Drama']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,tt0010323,movie,The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,0,1920,\N,76,"['Fantasy', 'Horror', 'Mystery']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,tt0011541,short,One Week,One Week,0,1920,\N,25,"['Comedy', 'Short']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,tt0012349,movie,The Kid,The Kid,0,1921,\N,68,"['Comedy', 'Drama', 'Family']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
13,tt0013442,movie,Nosferatu,"Nosferatu, eine Symphonie des Grauens",0,1922,\N,94,"['Fantasy', 'Horror']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,tt0014142,movie,The Hunchback of Notre Dame,The Hunchback of Notre Dame,0,1923,\N,133,"['Drama', 'Horror', 'Romance']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,tt0014341,movie,Our Hospitality,Our Hospitality,0,1923,\N,65,"['Comedy', 'Romance', 'Thriller']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,tt0014429,movie,Safety Last!,Safety Last!,0,1923,\N,70,"['Comedy', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,tt0014624,movie,A Woman of Paris: A Drama of Fate,A Woman of Paris: A Drama of Fate,0,1923,\N,82,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,tt0014646,movie,Aelita: Queen of Mars,Aelita,0,1924,\N,111,"['Adventure', 'Drama', 'Fantasy']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19,tt0015163,movie,The Navigator,The Navigator,0,1924,\N,59,"['Action', 'Comedy', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,tt0015324,movie,Sherlock Jr.,Sherlock Jr.,0,1924,\N,45,"['Action', 'Comedy', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,tt0015400,movie,The Thief of Bagdad,The Thief of Bagdad,0,1924,\N,155,"['Adventure', 'Family', 'Fantasy']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,tt0015648,movie,Battleship Potemkin,Bronenosets Potemkin,0,1925,\N,75,"['Drama', 'History']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23,tt0015841,movie,The Freshman,The Freshman,0,1925,\N,76,"['Comedy', 'Family', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,tt0015864,movie,The Gold Rush,The Gold Rush,0,1925,\N,95,"['Adventure', 'Comedy', 'Drama']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25,tt0015881,movie,Greed,Greed,0,1924,\N,140,"['Drama', 'Thriller', 'Western']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,tt0016641,movie,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,0,1925,\N,143,"['Adventure', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27,tt0016847,movie,Faust,Faust: Eine deutsche Volkssage,0,1926,\N,85,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,tt0016914,movie,Secrets of a Soul,Geheimnisse einer Seele,0,1926,\N,97,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,tt0017075,movie,The Lodger: A Story of the London Fog,The Lodger: A Story of the London Fog,0,1927,\N,68,"['Crime', 'Drama', 'Mystery']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30,tt0017136,movie,Metropolis,Metropolis,0,1927,\N,153,"['Drama', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31,tt0017271,movie,Po zakonu,Po zakonu,0,1926,\N,80,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,tt0017416,movie,The Son of the Sheik,The Son of the Sheik,0,1926,\N,68,"['Adventure', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
33,tt0017739,movie,The Cat and the Canary,The Cat and the Canary,0,1927,\N,108,"['Comedy', 'Horror', 'Mystery']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,tt0017765,movie,College,College,0,1927,\N,66,"['Comedy', 'Drama', 'Sport']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35,tt0017925,movie,The General,The General,0,1926,\N,67,"['Action', 'Adventure', 'Comedy']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
36,tt0018037,movie,The Jazz Singer,The Jazz Singer,0,1927,\N,88,"['Drama', 'Music', 'Musical']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
37,tt0018328,movie,The Ring,The Ring,0,1927,\N,116,"['Drama', 'Romance', 'Sport']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,tt0018455,movie,Sunrise,Sunrise: A Song of Two Humans,0,1927,\N,94,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,tt0018773,movie,The Circus,The Circus,0,1928,\N,72,"['Comedy', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,tt0019254,movie,The Passion of Joan of Arc,La passion de Jeanne d'Arc,0,1928,\N,110,"['Biography', 'Drama', 'History']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
41,tt0019421,movie,"Steamboat Bill, Jr.","Steamboat Bill, Jr.",0,1928,\N,70,"['Action', 'Comedy', 'Drama']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,tt0019422,short,Steamboat Willie,Steamboat Willie,0,1928,\N,8,"['Animation', 'Comedy', 'Family']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
43,tt0019729,movie,The Broadway Melody,The Broadway Melody,0,1929,\N,100,"['Drama', 'Musical', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,tt0019760,movie,Man with a Movie Camera,Chelovek s kino-apparatom,0,1929,\N,68,"['Documentary', 'Music']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45,tt0019777,movie,The Cocoanuts,The Cocoanuts,0,1929,\N,96,"['Comedy', 'Musical']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,tt0020530,short,Un Chien Andalou,Un chien andalou,0,1929,\N,16,"['Fantasy', 'Horror', 'Short']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47,tt0020629,movie,All Quiet on the Western Front,All Quiet on the Western Front,0,1930,\N,136,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,tt0020640,movie,Animal Crackers,Animal Crackers,0,1930,\N,97,"['Comedy', 'Musical']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,tt0020641,movie,Anna Christie,Anna Christie,0,1930,\N,89,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,tt0020697,movie,The Blue Angel,Der blaue Engel,0,1930,\N,104,"['Drama', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
51,tt0020827,movie,The Divorcee,The Divorcee,0,1930,\N,84,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,tt0021079,movie,Little Caesar,Little Caesar,0,1931,\N,79,"['Action', 'Crime', 'Drama']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,tt0021746,movie,Cimarron,Cimarron,0,1931,\N,123,"['Drama', 'Western']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54,tt0021749,movie,City Lights,City Lights,0,1931,\N,87,"['Comedy', 'Drama', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,tt0021814,movie,Dracula,Dracula,0,1931,\N,75,"['Fantasy', 'Horror']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,tt0021884,movie,Frankenstein,Frankenstein,0,1931,\N,70,"['Drama', 'Horror', 'Sci-Fi']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
57,tt0021890,movie,The Front Page,The Front Page,0,1931,\N,101,['Comedy'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,tt0021910,movie,Girls About Town,Girls About Town,0,1931,\N,80,['Comedy'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,tt0022002,movie,Iron Man,Iron Man,0,1931,\N,73,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,tt0022100,movie,M,M - Eine Stadt sucht einen Mörder,0,1931,\N,117,"['Crime', 'Mystery', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,tt0022111,movie,The Maltese Falcon,The Maltese Falcon,0,1931,\N,80,"['Crime', 'Drama', 'Film-Noir']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,tt0022183,movie,Mädchen in Uniform,Mädchen in Uniform,0,1931,\N,88,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,tt0022286,movie,The Public Enemy,The Public Enemy,0,1931,\N,83,"['Crime', 'Drama']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,tt0022599,movie,À Nous la Liberté,À nous la liberté,0,1931,\N,104,"['Comedy', 'Musical']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,tt0022718,movie,Boudu Saved from Drowning,Boudu sauvé des eaux,0,1932,\N,85,['Comedy'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,tt0022835,movie,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,0,1931,\N,98,"['Horror', 'Sci-Fi']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,tt0022879,movie,A Farewell to Arms,A Farewell to Arms,0,1932,\N,80,"['Drama', 'Romance', 'War']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,tt0022913,movie,Freaks,Freaks,0,1932,\N,64,"['Drama', 'Horror']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,tt0022958,movie,Grand Hotel,Grand Hotel,0,1932,\N,112,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,tt0023027,movie,Horse Feathers,Horse Feathers,0,1932,\N,68,"['Comedy', 'Musical', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,tt0023042,movie,I Am a Fugitive from a Chain Gang,I Am a Fugitive from a Chain Gang,0,1932,\N,92,"['Crime', 'Drama', 'Film-Noir']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,tt0023245,movie,The Mummy,The Mummy,0,1932,\N,73,"['Fantasy', 'Horror']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,tt0023427,movie,Scarface,Scarface,0,1932,\N,93,"['Action', 'Crime', 'Drama']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
74,tt0023563,movie,The Testament of Dr. Mabuse,Das Testament des Dr. Mabuse,0,1933,\N,122,['Crime'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,tt0023622,movie,Trouble in Paradise,Trouble in Paradise,0,1932,\N,83,"['Comedy', 'Crime', 'Romance']",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,tt0023753,movie,Alice in Wonderland,Alice in Wonderland,0,1933,\N,76,"['Adventure', 'Family', 'Fantasy']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
77,tt0023948,movie,Dinner at Eight,Dinner at Eight,0,1933,\N,111,"['Comedy', 'Drama']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,tt0023969,movie,Duck Soup,Duck Soup,0,1933,\N,68,"['Comedy', 'Musical', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,tt0024025,movie,Flying Down to Rio,Flying Down to Rio,0,1933,\N,89,"['Comedy', 'Musical', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,tt0024034,movie,42nd Street,42nd Street,0,1933,\N,89,"['Comedy', 'Musical', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,tt0024069,movie,Gold Diggers of 1933,Gold Diggers of 1933,0,1933,\N,97,"['Comedy', 'Drama', 'Musical']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
82,tt0024184,movie,The Invisible Man,The Invisible Man,0,1933,\N,71,"['Horror', 'Sci-Fi']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83,tt0024216,movie,King Kong,King Kong,0,1933,\N,100,"['Adventure', 'Horror', 'Sci-Fi']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
84,tt0024264,movie,Little Women,Little Women,0,1933,\N,115,"['Drama', 'Family', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
85,tt0024601,movie,Sons of the Desert,Sons of the Desert,0,1933,\N,68,['Comedy'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,tt0024803,short,Zero for Conduct,Zéro de conduite: Jeunes diables au collège,0,1933,\N,44,"['Comedy', 'Drama', 'Short']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
87,tt0024844,movie,L'Atalante,L'Atalante,0,1934,\N,89,"['Comedy', 'Drama', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,tt0024852,movie,March of the Wooden Soldiers,Babes in Toyland,0,1934,\N,77,"['Comedy', 'Family', 'Fantasy']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
89,tt0024966,movie,Chapayev,Chapaev,0,1934,\N,93,"['Biography', 'Comedy', 'Drama']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
90,tt0025164,movie,The Gay Divorcee,The Gay Divorcee,0,1934,\N,107,"['Comedy', 'Musical', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,tt0025316,movie,It Happened One Night,It Happened One Night,0,1934,\N,105,"['Comedy', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,tt0025452,movie,The Man Who Knew Too Much,The Man Who Knew Too Much,0,1934,\N,75,"['Crime', 'Mystery', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,tt0025456,movie,Man of Aran,Man of Aran,0,1934,\N,76,['Documentary'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,tt0025586,movie,Of Human Bondage,Of Human Bondage,0,1934,\N,83,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,tt0025878,movie,The Thin Man,The Thin Man,0,1934,\N,91,"['Comedy', 'Crime', 'Mystery']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,tt0025913,movie,Triumph of the Will,Triumph des Willens,0,1935,\N,114,"['Documentary', 'History', 'War']",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
97,tt0025919,movie,Twentieth Century,Twentieth Century,0,1934,\N,91,"['Comedy', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,tt0026029,movie,The 39 Steps,The 39 Steps,0,1935,\N,86,"['Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,tt0026056,movie,Alice Adams,Alice Adams,0,1935,\N,99,"['Comedy', 'Drama', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,tt0026071,movie,Anna Karenina,Anna Karenina,0,1935,\N,95,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,tt0026138,movie,Bride of Frankenstein,Bride of Frankenstein,0,1935,\N,75,"['Drama', 'Horror', 'Sci-Fi']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
102,tt0026174,movie,Captain Blood,Captain Blood,0,1935,\N,119,"['Action', 'Adventure']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
103,tt0026421,movie,Gold Diggers of 1935,Gold Diggers of 1935,0,1935,\N,95,"['Comedy', 'Musical']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,tt0026676,movie,Man on the Flying Trapeze,Man on the Flying Trapeze,0,1935,\N,66,['Comedy'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,tt0026714,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,0,1935,\N,133,"['Comedy', 'Fantasy', 'Romance']",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,tt0026752,movie,Mutiny on the Bounty,Mutiny on the Bounty,0,1935,\N,132,"['Adventure', 'Biography', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
107,tt0026778,movie,A Night at the Opera,A Night at the Opera,0,1935,\N,96,"['Comedy', 'Music', 'Musical']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
108,tt0026942,movie,Roberta,Roberta,0,1935,\N,106,"['Comedy', 'Musical', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,tt0027075,movie,A Tale of Two Cities,A Tale of Two Cities,0,1935,\N,128,"['Drama', 'History', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
110,tt0027125,movie,Top Hat,Top Hat,0,1935,\N,101,"['Comedy', 'Musical', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,tt0027260,movie,After the Thin Man,After the Thin Man,0,1936,\N,112,"['Comedy', 'Crime', 'Mystery']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112,tt0027300,movie,Anthony Adverse,Anthony Adverse,0,1936,\N,141,"['Adventure', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
113,tt0027630,movie,Follow the Fleet,Follow the Fleet,0,1936,\N,110,"['Comedy', 'Musical', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,tt0027652,movie,Fury,Fury,0,1936,\N,92,"['Crime', 'Drama', 'Film-Noir']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,tt0027664,movie,The General Died at Dawn,The General Died at Dawn,0,1936,\N,98,"['Adventure', 'Crime', 'Film-Noir']",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,tt0027698,movie,The Great Ziegfeld,The Great Ziegfeld,0,1936,\N,176,"['Biography', 'Drama', 'Musical']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
117,tt0027884,movie,Libeled Lady,Libeled Lady,0,1936,\N,98,"['Comedy', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,tt0027893,movie,Little Lord Fauntleroy,Little Lord Fauntleroy,0,1936,\N,102,"['Drama', 'Family']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
119,tt0027948,movie,Mary of Scotland,Mary of Scotland,0,1936,\N,123,"['Biography', 'Drama', 'History']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
120,tt0027977,movie,Modern Times,Modern Times,0,1936,\N,87,"['Comedy', 'Drama', 'Family']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
121,tt0027996,movie,Mr. Deeds Goes to Town,Mr. Deeds Goes to Town,0,1936,\N,115,"['Comedy', 'Drama', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,tt0028010,movie,My Man Godfrey,My Man Godfrey,0,1936,\N,94,"['Comedy', 'Drama', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,tt0028212,movie,The Woman Alone,Sabotage,0,1936,\N,76,['Thriller'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,tt0028216,movie,San Francisco,San Francisco,0,1936,\N,115,"['Drama', 'Musical', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
125,tt0028231,movie,Secret Agent,Secret Agent,0,1936,\N,86,"['Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
126,tt0028333,movie,Swing Time,Swing Time,0,1936,\N,103,"['Comedy', 'Musical', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,tt0028346,movie,Reefer Madness,Tell Your Children,0,1936,\N,66,"['Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,tt0028510,movie,Winds of the Wasteland,Winds of the Wasteland,0,1936,\N,54,"['Comedy', 'Romance', 'Western']",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,tt0028597,movie,The Awful Truth,The Awful Truth,0,1937,\N,91,"['Comedy', 'Romance']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,tt0028683,movie,Camille,Camille,0,1936,\N,109,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,tt0028691,movie,Captains Courageous,Captains Courageous,0,1937,\N,117,"['Adventure', 'Drama', 'Family']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
132,tt0028772,movie,A Day at the Races,A Day at the Races,0,1937,\N,111,"['Comedy', 'Musical', 'Sport']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
